ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,ORDER LINE NUMBER,SALES,ORDER DATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE 1,CITY,POSTAL CODE,COUNTRY,CONTACT LAST NAME,CONTACT FIRST NAME,DEAL SIZE
10251,43,164.61,4,7078.23,18/05/2019,464,Shipped,Motorcycles,193,S10_4698,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Large
10251,46,164.18,1,7552.28,18/05/2019,616,Shipped,Motorcycles,150,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Large
10251,29,61.18,6,1774.22,18/05/2019,1163,Shipped,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small
10251,26,101.43,3,2637.18,18/05/2019,1805,Shipped,Motorcycles,112,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small
10252,20,76.39,2,1527.8,26/05/2019,1431,Shipped,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10252,41,164.63,1,6749.83,26/05/2019,1478,Shipped,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10252,31,52.84,5,1638.04,26/05/2019,1526,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10252,26,136.9,4,3559.4,26/05/2019,1701,Shipped,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10252,47,65.8,8,3092.6,26/05/2019,1993,Shipped,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10252,38,87.31,3,3317.78,26/05/2019,2436,Shipped,Classic Cars,80,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10252,36,48.28,6,1738.08,26/05/2019,2510,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10252,25,113.28,9,2832,26/05/2019,2638,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10252,48,72.41,7,3475.68,26/05/2019,2742,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10253,24,163.44,13,3922.56,01/06/2019,527,Cancelled,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,22,109.22,11,2402.84,01/06/2019,652,Cancelled,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10253,25,90.17,14,2254.25,01/06/2019,702,Cancelled,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10253,41,119.77,10,4910.57,01/06/2019,753,Cancelled,Classic Cars,115,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,26,117.48,5,3054.48,01/06/2019,805,Cancelled,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,24,140.62,1,3374.88,01/06/2019,879,Cancelled,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,23,83.93,9,1930.39,01/06/2019,950,Cancelled,Classic Cars,77,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10253,33,135.14,4,4459.62,01/06/2019,976,Cancelled,Classic Cars,142,S18_1984,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,37,139.92,2,5177.04,01/06/2019,1200,Cancelled,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,40,169.34,6,6773.6,01/06/2019,1361,Cancelled,Classic Cars,169,S18_3232,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,31,129.98,3,4029.38,01/06/2019,1497,Cancelled,Classic Cars,141,S18_3685,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10253,40,42.67,7,1706.8,01/06/2019,2110,Cancelled,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10253,24,52.66,12,1263.84,01/06/2019,2184,Cancelled,Classic Cars,61,S24_3371,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10253,39,132,8,5148,01/06/2019,2283,Cancelled,Classic Cars,140,S24_3856,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10255,24,155.25,1,3726,04/06/2019,1172,Shipped,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium
10255,37,45.7,2,1690.9,04/06/2019,1934,Shipped,Vintage Cars,44,S24_2022,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10256,34,95.55,2,3248.7,08/06/2019,824,Shipped,Vintage Cars,102,S18_1342,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10256,29,51.75,1,1500.75,08/06/2019,848,Shipped,Vintage Cars,53,S18_1367,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small
10257,50,88.14,1,4407,14/06/2019,1213,Shipped,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10257,49,53.72,3,2632.28,14/06/2019,1237,Shipped,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10257,37,84.82,2,3138.34,14/06/2019,1287,Shipped,Vintage Cars,104,S18_3136,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10257,26,89.29,5,2321.54,14/06/2019,1436,Shipped,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10257,46,78.89,4,3628.94,14/06/2019,2371,Shipped,Vintage Cars,97,S24_4258,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10258,32,240.02,6,7680.64,15/06/2019,389,Shipped,Classic Cars,214,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large
10259,26,155.13,12,4033.38,15/06/2019,488,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10258,41,162.64,3,6668.24,15/06/2019,565,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10259,46,142.2,4,6541.2,15/06/2019,714,Shipped,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10258,41,133,5,5453,15/06/2019,766,Shipped,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10259,30,189.93,3,5697.9,15/06/2019,990,Shipped,Classic Cars,163,S18_2238,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10259,34,99.41,7,3379.94,15/06/2019,1037,Shipped,Trucks and Buses,122,S18_2319,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10259,30,49.22,10,1476.6,15/06/2019,1088,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10259,27,135.47,8,3657.69,15/06/2019,1348,Shipped,Classic Cars,169,S18_3232,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10259,41,113.82,13,4666.62,15/06/2019,1631,Shipped,Trucks and Buses,121,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10258,21,59.87,4,1257.27,15/06/2019,1658,Shipped,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10259,28,46.82,1,1310.96,15/06/2019,1752,Shipped,Classic Cars,57,S24_1444,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10259,47,112.46,9,5285.62,15/06/2019,1949,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10259,31,33.24,5,1030.44,15/06/2019,2023,Shipped,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10259,45,86.68,11,3900.6,15/06/2019,2442,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10259,40,43.83,6,1753.2,15/06/2019,2517,Shipped,Trucks and Buses,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10258,20,61.41,2,1228.2,15/06/2019,2571,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10259,29,105.33,2,3054.57,15/06/2019,2671,Shipped,Trucks and Buses,115,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10258,45,80.92,1,3641.4,15/06/2019,2904,Shipped,Classic Cars,101,S700_2824,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10261,27,125.12,1,3378.24,17/06/2019,459,Shipped,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10261,20,89.53,9,1790.6,17/06/2019,1603,Shipped,Vintage Cars,87,S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10261,36,125.35,8,4512.6,17/06/2019,1898,Shipped,Ships,122,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10261,22,91.17,3,2005.74,17/06/2019,2122,Shipped,Vintage Cars,88,S24_3151,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10261,34,62,4,2108,17/06/2019,2747,Shipped,Ships,66,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10261,44,68.67,2,3021.48,17/06/2019,2876,Shipped,Ships,72,S700_2610,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10261,25,88.15,5,2203.75,17/06/2019,2979,Shipped,Ships,100,S700_3505,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10261,50,81.43,6,4071.5,17/06/2019,3005,Shipped,Ships,99,S700_3962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10261,29,50.78,7,1472.62,17/06/2019,3084,Shipped,Ships,54,S72_3212,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10262,49,134.04,9,6567.96,24/06/2019,881,Cancelled,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,32,84.3,15,2697.6,24/06/2019,1251,Cancelled,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,34,120.69,14,4103.46,24/06/2019,1522,Cancelled,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,34,97.38,1,3310.92,24/06/2019,1815,Cancelled,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,24,67.14,10,1611.36,24/06/2019,2040,Cancelled,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,46,70.35,11,3236.1,24/06/2019,2186,Cancelled,Vintage Cars,65,S24_3420,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,49,87.21,16,4273.29,24/06/2019,2235,Cancelled,Vintage Cars,83,S24_3816,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,48,61.42,8,2948.16,24/06/2019,2287,Cancelled,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,40,79.11,2,3164.4,24/06/2019,2584,Cancelled,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,49,37.97,3,1860.53,24/06/2019,2634,Cancelled,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,40,84.03,4,3361.2,24/06/2019,2764,Cancelled,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,44,94.14,13,4142.16,24/06/2019,2814,Cancelled,Ships,90,S700_2047,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,33,90.75,6,2994.75,24/06/2019,2841,Cancelled,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,27,76,5,2052,24/06/2019,2944,Cancelled,Planes,80,S700_3167,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,35,71.07,7,2487.45,24/06/2019,3023,Cancelled,Planes,74,S700_4002,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10262,21,57.11,12,1199.31,24/06/2019,3049,Cancelled,Planes,49,S72_1253,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10263,34,108.14,2,3676.76,28/06/2019,350,Shipped,Motorcycles,95,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10263,40,111.8,5,4472,28/06/2019,400,Shipped,Motorcycles,118,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10263,41,203.34,4,8336.94,28/06/2019,424,Shipped,Motorcycles,193,S10_4698,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Large
10263,48,134.05,1,6434.4,28/06/2019,576,Shipped,Motorcycles,150,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10263,33,86.17,10,2843.61,28/06/2019,1098,Shipped,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10263,34,58.75,6,1997.5,28/06/2019,1123,Shipped,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10263,42,102.56,3,4307.52,28/06/2019,1765,Shipped,Motorcycles,112,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10263,37,62.46,7,2311.02,28/06/2019,1861,Shipped,Motorcycles,76,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10263,24,75.35,11,1808.4,28/06/2019,2378,Shipped,Planes,72,S24_4278,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10263,31,79.91,8,2477.21,28/06/2019,2453,Shipped,Motorcycles,99,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10263,47,116.28,9,5465.16,28/06/2019,2915,Shipped,Planes,118,S700_2834,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10264,48,54.71,3,2626.08,30/06/2019,1492,Shipped,Motorcycles,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10264,20,120.53,2,2410.6,30/06/2019,1667,Shipped,Classic Cars,148,S18_4721,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10264,37,65.1,6,2408.7,30/06/2019,1959,Shipped,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10264,47,83.27,1,3913.69,30/06/2019,2402,Shipped,Classic Cars,80,S24_4620,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10264,20,32.59,4,651.8,30/06/2019,2476,Shipped,Motorcycles,40,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10264,34,97.97,7,3330.98,30/06/2019,2604,Shipped,Motorcycles,102,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10264,47,89.5,5,4206.5,30/06/2019,2708,Shipped,Motorcycles,81,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10265,45,86.84,2,3907.8,02/07/2019,1395,Shipped,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium
10265,49,171.98,1,8427.02,02/07/2019,1442,Shipped,Classic Cars,146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Large
10266,44,208.19,14,9160.36,06/07/2019,493,Shipped,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
10266,22,111.57,12,2454.54,06/07/2019,618,Shipped,Classic Cars,117,S12_3380,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,35,76.61,15,2681.35,06/07/2019,668,Shipped,Classic Cars,79,S12_3990,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,40,111.71,11,4468.4,06/07/2019,719,Shipped,Classic Cars,115,S12_4675,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10266,21,120.31,6,2526.51,06/07/2019,771,Shipped,Classic Cars,141,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,36,144.35,2,5196.6,06/07/2019,845,Shipped,Classic Cars,124,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10266,33,74.69,10,2464.77,06/07/2019,916,Shipped,Classic Cars,77,S18_1889,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,49,126.6,5,6203.4,06/07/2019,942,Shipped,Classic Cars,142,S18_1984,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10266,20,141.24,3,2824.8,06/07/2019,1166,Shipped,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,29,165.95,7,4812.55,06/07/2019,1328,Shipped,Classic Cars,169,S18_3232,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10266,33,152.58,4,5035.14,06/07/2019,1463,Shipped,Classic Cars,141,S18_3685,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10266,28,48.3,1,1352.4,06/07/2019,1782,Shipped,Classic Cars,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,34,40.4,8,1373.6,06/07/2019,2076,Shipped,Classic Cars,37,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,47,62.45,13,2935.15,06/07/2019,2150,Shipped,Classic Cars,61,S24_3371,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10266,24,122.17,9,2932.08,06/07/2019,2249,Shipped,Classic Cars,140,S24_3856,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10267,36,75.55,1,2719.8,07/07/2019,1683,Shipped,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10267,40,80.1,5,3204,07/07/2019,1705,Shipped,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10267,38,87.24,3,3315.12,07/07/2019,1976,Shipped,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10267,43,108.04,2,4645.72,07/07/2019,2052,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10267,44,96.74,4,4256.56,07/07/2019,2125,Shipped,Classic Cars,85,S24_3191,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10267,43,118.86,6,5110.98,07/07/2019,2199,Shipped,Classic Cars,107,S24_3432,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10269,32,63.08,1,2018.56,16/07/2019,1206,Shipped,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10269,48,97.39,2,4674.72,16/07/2019,2340,Shipped,Vintage Cars,97,S24_4258,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10270,21,233.59,9,4905.39,19/07/2019,356,Shipped,Classic Cars,214,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,32,134.44,2,4302.08,19/07/2019,455,Shipped,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,28,146.24,6,4094.72,19/07/2019,532,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,43,96.84,8,4164.12,19/07/2019,733,Shipped,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,31,96.24,10,2983.44,19/07/2019,1179,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10270,38,125.66,11,4775.08,19/07/2019,1253,Shipped,Vintage Cars,104,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,38,141.66,3,5383.08,19/07/2019,1598,Shipped,Trucks and Buses,121,S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
